Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0008196,2024,Give way or uncontrolled,Crossroads,Slight,51.545253,Darkness - lights lit,None,0.036625,2,2,Metropolitan Police,Dry,Single carriageway,30,0.790972222,Urban,Fine no high winds,Taxi-Private hire car,Vista Center
BS0008197,2024,Give way or uncontrolled,T or staggered junction,Slight,51.516722,Darkness - lights lit,None,0.037946,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.010416667,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Star City
BS0008198,2024,Give way or uncontrolled,T or staggered junction,Slight,51.520473,Darkness - lights lit,None,0.018653,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.930555556,Urban,Raining no high winds,Car,Camanche Village
BS0008199,2024,Give way or uncontrolled,T or staggered junction,Slight,51.554313,Daylight,None,0.058524,1,2,Metropolitan Police,Dry,Single carriageway,30,0.631944444,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Kellogg
BS0008200,2024,Give way or uncontrolled,Crossroads,Slight,51.545542,Daylight,None,0.019907,1,2,Metropolitan Police,Dry,Single carriageway,30,0.479166667,Urban,Fine no high winds,Taxi-Private hire car,Detroit Beach
BS0008201,2024,Give way or uncontrolled,T or staggered junction,Slight,51.530942,Darkness - lights lit,None,0.042474,1,2,Metropolitan Police,Dry,Single carriageway,30,0.104166667,Urban,Fine no high winds,Car,Redfield
BS0008202,2024,Auto traffic signal,T or staggered junction,Slight,51.535034,Darkness - lights lit,None,0.008627,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.068055556,Urban,Fine no high winds,Car,Salmon Brook
BS0008203,2024,Give way or uncontrolled,T or staggered junction,Slight,51.543337,Darkness - lights lit,None,0.001637,2,3,Metropolitan Police,Wet or damp,Single carriageway,30,0.760416667,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Kamas
BS0008204,2024,Give way or uncontrolled,T or staggered junction,Slight,51.555142,Darkness - lights lit,None,0.021198,2,3,Metropolitan Police,Dry,Single carriageway,30,0.703472222,Urban,Fine no high winds,Car,Olmos Park
BS0008205,2024,Auto traffic signal,T or staggered junction,Slight,51.542995,Darkness - lights lit,None,0.000613,1,4,Metropolitan Police,Dry,One way street,30,0.895138889,Urban,Fine no high winds,Car,Malakoff
BS0008206,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517348,Darkness - lights lit,None,0.022551,3,1,Metropolitan Police,Wet or damp,Dual carriageway,40,0.047222222,Urban,Raining no high winds,Car,Reinholds
BS0008207,2024,Auto traffic signal,Crossroads,Slight,51.546346,Darkness - lights lit,None,0.025423,1,2,Metropolitan Police,Dry,Single carriageway,30,0.024305556,Urban,Fine no high winds,Car,Glade Spring
BS0008208,2024,Auto traffic signal,Crossroads,Slight,51.525866,Darkness - lights lit,None,0.029272,3,2,Metropolitan Police,Dry,Single carriageway,30,0.680555556,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Southern Gateway
BS0008209,2024,Auto traffic signal,T or staggered junction,Slight,51.539595,Darkness - lights lit,None,-0.000401,1,1,Metropolitan Police,Dry,One way street,30,0.6875,Urban,Fine no high winds,Car,Jean Lafitte
BS0008210,2024,Auto traffic signal,Crossroads,Slight,51.522504,Darkness - lights lit,None,0.072369,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.895833333,Urban,Raining no high winds,Car,Godley
BS0008211,2024,Give way or uncontrolled,Roundabout,Slight,51.515879,Darkness - lights lit,None,0.008649,1,2,Metropolitan Police,Dry,Single carriageway,30,0.875,Urban,Fine no high winds,Car,Shadow Lake
BS0008212,2024,Give way or uncontrolled,T or staggered junction,Slight,51.546228,Darkness - lights lit,None,0.006091,1,2,Metropolitan Police,Dry,Single carriageway,30,0.819444444,Urban,Fine no high winds,Car,Heidelberg
BS0008213,2024,Give way or uncontrolled,Crossroads,Serious,51.512522,Darkness - lighting unknown,None,0.010375,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.770833333,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over,Doniphan
BS0008214,2024,Give way or uncontrolled,T or staggered junction,Slight,51.547067,Daylight,None,0.025311,1,1,Metropolitan Police,Dry,Single carriageway,30,0.360416667,Urban,Fine no high winds,Car,Kershaw
BS0008215,2024,Auto traffic signal,Roundabout,Slight,51.524301,Daylight,None,0.072451,5,2,Metropolitan Police,Wet or damp,Roundabout,30,0.3125,Urban,Fine no high winds,Car,Byesville
BS0008216,2024,Give way or uncontrolled,T or staggered junction,Slight,51.547699,Daylight,None,0.025195,1,2,Metropolitan Police,Dry,Single carriageway,30,0.527777778,Urban,Fine no high winds,Car,Heceta Beach
BS0008217,2024,Give way or uncontrolled,T or staggered junction,Slight,51.531354,Darkness - lights lit,None,0.044655,1,1,Metropolitan Police,Dry,Single carriageway,30,0.229861111,Urban,Fine no high winds,Car,Valencia
BS0008218,2024,Give way or uncontrolled,Roundabout,Slight,51.52431,Darkness - lights lit,None,0.004695,1,2,Metropolitan Police,Frost or ice,Roundabout,30,0.694444444,Urban,Fine no high winds,Motorcycle over 500cc,Susquehanna Trails
BS0008219,2024,Give way or uncontrolled,Slip road,Slight,51.524206,Daylight,None,0.072735,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.971527778,Urban,Other,Car,Corrigan
BS0008220,2024,Give way or uncontrolled,Other junction,Slight,51.529625,Daylight,None,0.056112,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.485416667,Urban,Fine no high winds,Car,Water Mill
BS0008221,2024,Give way or uncontrolled,T or staggered junction,Slight,51.520473,Darkness - lights lit,None,0.018653,1,1,Metropolitan Police,Dry,Single carriageway,30,0.747222222,Urban,Fine no high winds,Car,Aitkin
BS0008222,2024,Auto traffic signal,Crossroads,Slight,51.518134,Darkness - lights lit,None,0.013505,1,2,Metropolitan Police,Dry,Single carriageway,30,0.854166667,Urban,Fine no high winds,Car,Willamina
BS0008223,2024,Give way or uncontrolled,T or staggered junction,Slight,51.511186,Daylight,None,0.025304,1,2,Metropolitan Police,Dry,Single carriageway,30,0.65625,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Pegram
BS0008224,2024,Give way or uncontrolled,Roundabout,Slight,51.537655,Darkness - lights lit,None,0.033978,1,1,Metropolitan Police,Dry,Single carriageway,30,0.878472222,Urban,Fine no high winds,Car,Gassville
BS0008225,2024,Give way or uncontrolled,T or staggered junction,Slight,51.521687,Darkness - lights lit,None,0.021302,1,2,Metropolitan Police,Dry,Single carriageway,30,0.98125,Urban,Fine no high winds,Car,Garyville
BS0008226,2024,Auto traffic signal,T or staggered junction,Slight,51.530982,Darkness - lights lit,None,0.019406,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.739583333,Urban,Fine no high winds,Car,Massanutten
BS0008227,2024,Give way or uncontrolled,T or staggered junction,Slight,51.540818,Darkness - lights lit,None,0.001671,1,2,Metropolitan Police,Wet or damp,One way street,30,0.927083333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Trion
BS0008228,2024,Give way or uncontrolled,T or staggered junction,Slight,51.550644,Darkness - lights lit,None,-0.004965,1,2,Metropolitan Police,Dry,Single carriageway,30,0.263888889,Urban,Fine no high winds,Car,Stallion Springs
BS0008229,2024,Give way or uncontrolled,T or staggered junction,Slight,51.550554,Darkness - lights lit,None,-0.004968,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.673611111,Urban,Fine no high winds,Car,Flora Vista
BS0008230,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.517763,Darkness - lights lit,None,0.034965,1,2,Metropolitan Police,Dry,Slip road,40,0.791666667,Urban,Fine no high winds,Car,Pink
BS0008231,2024,Give way or uncontrolled,T or staggered junction,Slight,51.534839,Daylight,None,0.035583,1,2,Metropolitan Police,Dry,Single carriageway,30,0.6375,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Eddystone
BS0008232,2024,Auto traffic signal,Crossroads,Slight,51.518134,Darkness - lights lit,None,0.013505,2,2,Metropolitan Police,Dry,Single carriageway,30,0.98125,Urban,Fine no high winds,Car,Culver
BS0008233,2024,Give way or uncontrolled,T or staggered junction,Slight,51.539926,Daylight,None,0.032637,1,1,Metropolitan Police,Dry,Single carriageway,30,0.636805556,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Brewster Hill
BS0008234,2024,Give way or uncontrolled,Other junction,Slight,51.522723,Daylight,None,0.023798,1,2,Metropolitan Police,Dry,Single carriageway,30,0.569444444,Urban,Fine no high winds,Car,Raoul
BS0008235,2024,Give way or uncontrolled,Other junction,Slight,51.554652,Daylight,None,0.059693,2,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.667361111,Urban,Other,Car,Piedra Gorda
BS0008236,2024,Auto traffic signal,Other junction,Slight,51.540903,Daylight,None,0.001963,1,1,Metropolitan Police,Dry,Single carriageway,30,0.546527778,Urban,Fine no high winds,Car,Indian River
BS0008237,2024,Give way or uncontrolled,T or staggered junction,Slight,51.547528,Daylight,None,0.003696,1,1,Metropolitan Police,Dry,Single carriageway,30,0.469444444,Urban,Fog or mist,Car,Elberta
BS0008238,2024,Give way or uncontrolled,Other junction,Slight,51.526018,Daylight,None,0.05667,4,3,Metropolitan Police,Dry,Single carriageway,30,0.6,Urban,Fine no high winds,Car,Wofford Heights
BS0008239,2024,Auto traffic signal,Crossroads,Slight,51.535187,Darkness - lights lit,None,-0.005641,2,2,Metropolitan Police,Dry,Dual carriageway,30,0.719444444,Urban,Fine no high winds,Car,Jacobus
BS0008240,2024,Give way or uncontrolled,Slip road,Slight,51.519501,Darkness - lights lit,None,0.053926,2,4,Metropolitan Police,Wet or damp,Dual carriageway,40,0.8125,Urban,Fine no high winds,Car,Leesport
BS0008241,2024,Give way or uncontrolled,Other junction,Slight,51.534573,Daylight,None,-0.006533,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.602777778,Urban,Raining + high winds,Car,New Union
BS0008242,2024,Auto traffic signal,Other junction,Serious,51.541,Darkness - lights lit,None,0.001535,1,1,Metropolitan Police,Dry,One way street,30,0.795833333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Ware Shoals
BS0008243,2024,Give way or uncontrolled,Other junction,Slight,51.521133,Daylight,None,0.058324,2,2,Metropolitan Police,Dry,Single carriageway,30,0.38125,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Tioga Terrace
BS0008244,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533825,Daylight,Other object on road,0.026598,1,4,Metropolitan Police,Wet or damp,Single carriageway,30,0.655555556,Urban,Other,Car,Spiro
BS0008245,2024,Give way or uncontrolled,Crossroads,Slight,51.543905,Daylight,None,0.036564,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.658333333,Urban,Raining no high winds,Car,Hurlock
BS0008246,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514346,Darkness - lights lit,None,0.00887,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.90625,Urban,Other,Van - Goods 3.5 tonnes mgw or under,Spooner
BS0008247,2024,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.529258,Daylight,None,0.02553,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.361111111,Urban,Other,Car,Merriam Woods
BS0008248,2024,Give way or uncontrolled,Crossroads,Serious,51.526654,Darkness - lights lit,None,0.04084,1,2,Metropolitan Police,Dry,Single carriageway,30,0.772916667,Urban,Fine no high winds,Car,Many
BS0008249,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512685,Darkness - lights lit,None,0.04771,1,1,Metropolitan Police,Dry,Single carriageway,30,0.677083333,Urban,Fine no high winds,Car,Judson
BS0008250,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.543958,Daylight,None,0.012626,1,2,Metropolitan Police,Dry,Single carriageway,30,0.618055556,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Burnt Store Marina
BS0008251,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.551296,Daylight,None,0.025211,2,3,Metropolitan Police,Dry,Single carriageway,30,0.356944444,Urban,Fine no high winds,Car,North Spearfish
BS0008252,2024,Give way or uncontrolled,T or staggered junction,Serious,51.544533,Daylight,None,0.015824,1,3,Metropolitan Police,Dry,Single carriageway,30,0.620833333,Urban,Fine no high winds,Car,Lebanon Junction
BS0008253,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.538881,Darkness - lighting unknown,None,0.051338,1,1,Metropolitan Police,Dry,Single carriageway,30,0.84375,Urban,Fog or mist,Car,Sells
BS0008254,2024,Auto traffic signal,Crossroads,Slight,51.536329,Darkness - lights lit,None,-0.004004,3,3,Metropolitan Police,Wet or damp,Dual carriageway,30,0.131944444,Urban,Raining no high winds,Taxi-Private hire car,Uhland
BS0008255,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509142,Darkness - lights lit,None,0.029105,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.302083333,Urban,Raining no high winds,Car,Beaver Lake
BS0008256,2024,Auto traffic signal,Crossroads,Fatal,51.5509,Darkness - lights lit,None,0.047984,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.000694444,Urban,Raining + high winds,Car,Clatskanie
BS0008257,2024,Give way or uncontrolled,T or staggered junction,Slight,51.525429,Darkness - lights lit,None,0.028531,1,2,Metropolitan Police,Dry,Single carriageway,30,0.711111111,Urban,Fine no high winds,Car,Oliver
BS0008258,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530134,Darkness - lights lit,None,0.037247,1,2,Metropolitan Police,Frost or ice,Dual carriageway,30,0.010416667,Urban,Fine no high winds,Taxi-Private hire car,Ridgetop
BS0008259,2024,Give way or uncontrolled,T or staggered junction,Fatal,51.528754,Darkness - lights lit,None,0.03387,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.725694444,Urban,Fine no high winds,Car,Shinnston
BS0008260,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.541506,Daylight,None,-0.001759,1,1,Metropolitan Police,Wet or damp,One way street,30,0.977083333,Urban,Raining no high winds,Car,East Quincy
BS0008261,2024,Give way or uncontrolled,T or staggered junction,Slight,51.532164,Daylight,None,0.049738,3,2,Metropolitan Police,Dry,Single carriageway,30,0.509027778,Urban,Fine no high winds,Car,Fort Montgomery
BS0008262,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.516174,Darkness - lights lit,None,0.012409,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,0.692361111,Urban,Fine no high winds,Car,Burns Harbor
BS0008263,2024,Give way or uncontrolled,T or staggered junction,Slight,51.52296,Daylight,None,0.030872,2,4,Metropolitan Police,Dry,Single carriageway,30,0.522916667,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Bertsch-Oceanview
BS0008264,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519581,Darkness - lights lit,None,0.054506,1,2,Metropolitan Police,Wet or damp,Dual carriageway,40,0.0125,Urban,Raining no high winds,Car,Bayou L'Ourse
BS0008265,2024,Auto traffic signal,Crossroads,Slight,51.561072,Daylight,None,0.147994,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,0.385416667,Urban,Fine no high winds,Car,Constantine
BS0008266,2024,Auto traffic signal,T or staggered junction,Slight,51.551289,Daylight,None,0.11724,1,2,Metropolitan Police,Dry,Single carriageway,30,0.591666667,Urban,Fine no high winds,Car,Kiawah Island
BS0008267,2024,Give way or uncontrolled,T or staggered junction,Slight,51.545787,Daylight,None,0.14785,1,1,Metropolitan Police,Dry,Single carriageway,30,0.489583333,Urban,Fine no high winds,Car,Wheeler AFB
BS0008268,2024,Auto traffic signal,Crossroads,Slight,51.580892,Darkness - lights lit,None,0.141134,1,2,Metropolitan Police,Dry,Dual carriageway,50,0.063194444,Urban,Fine no high winds,Car,Llano Grande
BS0008269,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.543183,Darkness - lights lit,None,0.06754,3,2,Metropolitan Police,Snow,Dual carriageway,50,0.956944444,Urban,Snowing no high winds,Car,San José
BS0008270,2024,Give way or uncontrolled,Crossroads,Slight,51.554426,Daylight,None,0.117819,2,3,Metropolitan Police,Dry,Dual carriageway,30,0.381944444,Urban,Fine no high winds,Car,Desoto Lakes
BS0008271,2024,Auto traffic signal,T or staggered junction,Slight,51.535639,Daylight,None,0.102382,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.354166667,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,Horse Pasture
BS0008272,2024,Auto traffic signal,T or staggered junction,Serious,51.532309,Daylight,None,0.117513,3,2,Metropolitan Police,Snow,Dual carriageway,30,0.666666667,Urban,Snowing no high winds,Car,Parcelas de Navarro
